Date,Team,Opponent,Team Score,Opponent Score,Location,Team Margin,Team Result,Team Location
1/17/2013,FL Atlantic,Troy,80,59,FL Atlantic,21,Win,Home
1/17/2013,Florida,Texas A&M,68,47,Texas A&M,21,Win,Away
1/17/2013,Murray St,E Illinois,70,49,Murray St,21,Win,Home
1/17/2013,Mercer,ETSU,78,59,Mercer,19,Win,Home
1/17/2013,North Dakota,E Washington,65,47,North Dakota,18,Win,Home
1/17/2013,Seattle,UT Arlington,61,44,UT Arlington,17,Win,Away
1/17/2013,N Colorado,Portland St,67,50,N Colorado,17,Win,Home
1/17/2013,Morehead St,SE Missouri St,75,59,SE Missouri St,16,Win,Away
1/17/2013,Duke,Georgia Tech,73,57,Duke,16,Win,Home
1/17/2013,South Alabama,ULM,71,56,South Alabama,15,Win,Home
1/17/2013,Nicholls St,Northwestern LA,93,78,Northwestern LA,15,Win,Away
1/17/2013,Elon,Furman,73,59,Elon,14,Win,Home
1/17/2013,Loyola MD,Marist,72,58,Loyola MD,14,Win,Home
1/17/2013,Northwestern,Illinois,68,54,Illinois,14,Win,Away
1/17/2013,Massachusetts,Duquesne,79,66,Massachusetts,13,Win,Home
1/17/2013,Oakland,Missouri KC,81,68,Oakland,13,Win,Home
1/17/2013,Edwardsville,Austin Peay,66,53,Austin Peay,13,Win,Away
1/17/2013,Weber St,Northern Arizona,83,70,Weber St,13,Win,Home
1/17/2013,New Mexico St,Utah St,64,51,New Mexico St,13,Win,Home
1/17/2013,SC Upstate,Kennesaw,66,54,Kennesaw,12,Win,Away
1/17/2013,Stetson,N Kentucky,71,59,Stetson,12,Win,Home
1/17/2013,WI Milwaukee,Cleveland St,69,57,WI Milwaukee,12,Win,Home
1/17/2013,Oral Roberts,TAM C. Christi,64,52,TAM C. Christi,12,Win,Away
1/17/2013,Rider,St Peter's,66,54,St Peter's,12,Win,Away
1/17/2013,SF Austin,SE Louisiana,52,40,SF Austin,12,Win,Home
1/17/2013,Sam Houston St,Cent Arkansas,63,52,Sam Houston St,11,Win,Home
1/17/2013,UCLA,Oregon St,74,64,UCLA,10,Win,Home
1/17/2013,WI Green Bay,Youngstown St,67,58,WI Green Bay,9,Win,Home
1/17/2013,Lipscomb,FL Gulf Coast,87,78,FL Gulf Coast,9,Win,Away
1/17/2013,Long Beach St,UC Riverside,91,82,UC Riverside,9,Win,Away
1/17/2013,Quinnipiac,St Francis PA,75,66,St Francis PA,9,Win,Away
1/17/2013,San Diego,Loy Marymount,78,70,San Diego,8,Win,Home
1/17/2013,Michigan,Minnesota,83,75,Minnesota,8,Win,Away
1/17/2013,Hawaii,Pacific,60,52,Hawaii,8,Win,Home
1/17/2013,Central Conn,Wagner,73,66,Central Conn,7,Win,Home
1/17/2013,Belmont,E Kentucky,83,76,Belmont,7,Win,Home
1/17/2013,Florida Intl,North Texas,70,64,Florida Intl,6,Win,Home
1/17/2013,S Dakota St,W Illinois,59,53,W Illinois,6,Win,Away
1/17/2013,Louisiana Tech,Idaho,72,66,Louisiana Tech,6,Win,Home
1/17/2013,Tennessee St,Jacksonville St,66,60,Tennessee St,6,Win,Home
1/17/2013,Montana,Southern Utah,73,67,Montana,6,Win,Home
1/17/2013,VA Commonwealth,St Joseph's PA,92,86,VA Commonwealth,6,Win,Home
1/17/2013,Monmouth NJ,St Francis NY,71,67,St Francis NY,4,Win,Away
1/17/2013,Long Island,F Dickinson,79,75,F Dickinson,4,Win,Away
1/17/2013,Ga Southern,Col Charleston,51,47,Ga Southern,4,Win,Home
1/17/2013,Canisius,Manhattan,64,60,Canisius,4,Win,Home
1/17/2013,Samford,W Carolina,64,60,Samford,4,Win,Home
1/17/2013,Robert Morris,Sacred Heart,66,62,Robert Morris,4,Win,Home
1/17/2013,Chattanooga,Appalachian St,91,88,Chattanooga,3,Win,Home
1/17/2013,Rutgers,South Florida,70,67,Rutgers,3,Win,Home
1/17/2013,UC Davis,CS Northridge,74,71,CS Northridge,3,Win,Away
1/17/2013,IPFW,South Dakota,62,60,IPFW,2,Win,Home
1/17/2013,Oregon,USC,76,74,USC,2,Win,Away
1/17/2013,Valparaiso,Detroit,89,88,Detroit,1,Win,Away
1/17/2013,Bryant,Mt St Mary's,79,78,Bryant,1,Win,Home
1/17/2013,Penn,NJIT,54,53,NJIT,1,Win,Away
1/17/2013,Idaho St,CS Sacramento,60,59,Idaho St,1,Win,Home
1/17/2013,Detroit,Valparaiso,88,89,Detroit,-1,Loss,Home
1/17/2013,Mt St Mary's,Bryant,78,79,Bryant,-1,Loss,Away
1/17/2013,NJIT,Penn,53,54,NJIT,-1,Loss,Home
1/17/2013,CS Sacramento,Idaho St,59,60,Idaho St,-1,Loss,Away
1/17/2013,South Dakota,IPFW,60,62,IPFW,-2,Loss,Away
1/17/2013,USC,Oregon,74,76,USC,-2,Loss,Home
1/17/2013,Appalachian St,Chattanooga,88,91,Chattanooga,-3,Loss,Away
1/17/2013,South Florida,Rutgers,67,70,Rutgers,-3,Loss,Away
1/17/2013,CS Northridge,UC Davis,71,74,CS Northridge,-3,Loss,Home
1/17/2013,St Francis NY,Monmouth NJ,67,71,St Francis NY,-4,Loss,Home
1/17/2013,F Dickinson,Long Island,75,79,F Dickinson,-4,Loss,Home
1/17/2013,Col Charleston,Ga Southern,47,51,Ga Southern,-4,Loss,Away
1/17/2013,Manhattan,Canisius,60,64,Canisius,-4,Loss,Away
1/17/2013,W Carolina,Samford,60,64,Samford,-4,Loss,Away
1/17/2013,Sacred Heart,Robert Morris,62,66,Robert Morris,-4,Loss,Away
1/17/2013,North Texas,Florida Intl,64,70,Florida Intl,-6,Loss,Away
1/17/2013,W Illinois,S Dakota St,53,59,W Illinois,-6,Loss,Home
1/17/2013,Idaho,Louisiana Tech,66,72,Louisiana Tech,-6,Loss,Away
1/17/2013,Jacksonville St,Tennessee St,60,66,Tennessee St,-6,Loss,Away
1/17/2013,Southern Utah,Montana,67,73,Montana,-6,Loss,Away
1/17/2013,St Joseph's PA,VA Commonwealth,86,92,VA Commonwealth,-6,Loss,Away
1/17/2013,Wagner,Central Conn,66,73,Central Conn,-7,Loss,Away
1/17/2013,E Kentucky,Belmont,76,83,Belmont,-7,Loss,Away
1/17/2013,Loy Marymount,San Diego,70,78,San Diego,-8,Loss,Away
1/17/2013,Minnesota,Michigan,75,83,Minnesota,-8,Loss,Home
1/17/2013,Pacific,Hawaii,52,60,Hawaii,-8,Loss,Away
1/17/2013,Youngstown St,WI Green Bay,58,67,WI Green Bay,-9,Loss,Away
1/17/2013,FL Gulf Coast,Lipscomb,78,87,FL Gulf Coast,-9,Loss,Home
1/17/2013,UC Riverside,Long Beach St,82,91,UC Riverside,-9,Loss,Home
1/17/2013,St Francis PA,Quinnipiac,66,75,St Francis PA,-9,Loss,Home
1/17/2013,Oregon St,UCLA,64,74,UCLA,-10,Loss,Away
1/17/2013,Cent Arkansas,Sam Houston St,52,63,Sam Houston St,-11,Loss,Away
1/17/2013,Kennesaw,SC Upstate,54,66,Kennesaw,-12,Loss,Home
1/17/2013,N Kentucky,Stetson,59,71,Stetson,-12,Loss,Away
1/17/2013,Cleveland St,WI Milwaukee,57,69,WI Milwaukee,-12,Loss,Away
1/17/2013,TAM C. Christi,Oral Roberts,52,64,TAM C. Christi,-12,Loss,Home
1/17/2013,St Peter's,Rider,54,66,St Peter's,-12,Loss,Home
1/17/2013,SE Louisiana,SF Austin,40,52,SF Austin,-12,Loss,Away
1/17/2013,Duquesne,Massachusetts,66,79,Massachusetts,-13,Loss,Away
1/17/2013,Missouri KC,Oakland,68,81,Oakland,-13,Loss,Away
1/17/2013,Austin Peay,Edwardsville,53,66,Austin Peay,-13,Loss,Home
1/17/2013,Northern Arizona,Weber St,70,83,Weber St,-13,Loss,Away
1/17/2013,Utah St,New Mexico St,51,64,New Mexico St,-13,Loss,Away
1/17/2013,Furman,Elon,59,73,Elon,-14,Loss,Away
1/17/2013,Marist,Loyola MD,58,72,Loyola MD,-14,Loss,Away
1/17/2013,Illinois,Northwestern,54,68,Illinois,-14,Loss,Home
1/17/2013,ULM,South Alabama,56,71,South Alabama,-15,Loss,Away
1/17/2013,Northwestern LA,Nicholls St,78,93,Northwestern LA,-15,Loss,Home
1/17/2013,SE Missouri St,Morehead St,59,75,SE Missouri St,-16,Loss,Home
1/17/2013,Georgia Tech,Duke,57,73,Duke,-16,Loss,Away
1/17/2013,UT Arlington,Seattle,44,61,UT Arlington,-17,Loss,Home
1/17/2013,Portland St,N Colorado,50,67,N Colorado,-17,Loss,Away
1/17/2013,E Washington,North Dakota,47,65,North Dakota,-18,Loss,Away
1/17/2013,ETSU,Mercer,59,78,Mercer,-19,Loss,Away
1/17/2013,Troy,FL Atlantic,59,80,FL Atlantic,-21,Loss,Away
1/17/2013,Texas A&M,Florida,47,68,Texas A&M,-21,Loss,Home
1/17/2013,E Illinois,Murray St,49,70,Murray St,-21,Loss,Away
1/17/2013,Portland,Gonzaga,49,71,Portland,-22,Loss,Home
1/17/2013,Siena,Niagara,64,87,Niagara,-23,Loss,Away
1/17/2013,ULL,W Kentucky,49,72,W Kentucky,-23,Loss,Away
1/17/2013,CS Fullerton,UC Irvine,65,92,CS Fullerton,-27,Loss,Home
1/17/2013,San Francisco,Santa Clara,54,85,San Francisco,-31,Loss,Home
1/17/2013,Citadel,Davidson,38,70,Davidson,-32,Loss,Away
1/17/2013,Ark Little Rock,Middle Tenn St,50,82,Middle Tenn St,-32,Loss,Away
1/17/2013,San Jose St,Denver,37,73,Denver,-36,Loss,Away
1/17/2013,IUPUI,N Dakota St,40,78,IUPUI,-38,Loss,Home
1/18/2013,Iona,Fairfield,84,73,Iona,11,Win,Home
1/18/2013,Jacksonville,North Florida,77,68,North Florida,9,Win,Away
1/18/2013,Vermont,Stony Brook,81,73,Vermont,8,Win,Home
1/18/2013,Stony Brook,Vermont,73,81,Vermont,-8,Loss,Away
1/18/2013,North Florida,Jacksonville,68,77,North Florida,-9,Loss,Home
1/18/2013,Fairfield,Iona,73,84,Iona,-11,Loss,Away
1/19/2013,Detroit,IL Chicago,98,47,Detroit,51,Win,Home
1/19/2013,W Michigan,N Illinois,71,34,N Illinois,37,Win,Away
1/19/2013,Northwestern LA,SE Louisiana,103,68,Northwestern LA,35,Win,Home
1/19/2013,Oklahoma St,Texas Tech,79,45,Oklahoma St,34,Win,Home
1/19/2013,Canisius,Siena,76,44,Canisius,32,Win,Home
1/19/2013,Florida,Missouri,83,52,Florida,31,Win,Home
1/19/2013,WI Green Bay,Cleveland St,77,50,WI Green Bay,27,Win,Home
1/19/2013,Purdue,West Virginia,79,52,Purdue,27,Win,Home
1/19/2013,VA Commonwealth,Duquesne,90,63,Duquesne,27,Win,Away
1/19/2013,Towson,James Madison,73,47,Towson,26,Win,Home
1/19/2013,Chicago St,Houston Bap,81,56,Chicago St,25,Win,Home
1/19/2013,McNeese St,Lamar,74,50,McNeese St,24,Win,Home
1/19/2013,NC A&T,Howard,61,37,NC A&T,24,Win,Home
1/19/2013,Rice,New Orleans,95,71,Rice,24,Win,Home
1/19/2013,Arkansas St,ULM,63,39,Arkansas St,24,Win,Home
1/19/2013,Coastal Car,VMI,72,49,Coastal Car,23,Win,Home
1/19/2013,Bryant,Wagner,82,59,Bryant,23,Win,Home
1/19/2013,SF Austin,Nicholls St,72,49,SF Austin,23,Win,Home
1/19/2013,St Mary's CA,Portland,60,38,Portland,22,Win,Away
1/19/2013,Middle Tenn St,ULL,82,60,Middle Tenn St,22,Win,Home
1/19/2013,Kentucky,Auburn,75,53,Auburn,22,Win,Away
1/19/2013,Marshall,East Carolina,77,56,Marshall,21,Win,Home
1/19/2013,Richmond,Charlotte,81,61,Richmond,20,Win,Home
1/19/2013,Virginia,Florida St,56,36,Virginia,20,Win,Home
1/19/2013,St Joseph's PA,Penn,79,59,St Joseph's PA,20,Win,Home
1/19/2013,Holy Cross,American Univ,79,60,Holy Cross,19,Win,Home
1/19/2013,St Francis NY,F Dickinson,70,51,St Francis NY,19,Win,Home
1/19/2013,FL Gulf Coast,N Kentucky,73,54,FL Gulf Coast,19,Win,Home
1/19/2013,South Dakota,Oakland,97,78,Oakland,19,Win,Away
1/19/2013,BYU,San Diego,74,57,BYU,17,Win,Home
1/19/2013,Arizona,Arizona St,71,54,Arizona St,17,Win,Away
1/19/2013,New Mexico St,San Jose St,70,53,New Mexico St,17,Win,Home
1/19/2013,N Colorado,E Washington,72,56,N Colorado,16,Win,Home
1/19/2013,Stetson,Lipscomb,85,69,Stetson,16,Win,Home
1/19/2013,Southern Miss,UAB,74,59,Southern Miss,15,Win,Home
1/19/2013,S Dakota St,IUPUI,80,65,IUPUI,15,Win,Away
1/19/2013,Tennessee,Mississippi St,72,57,Tennessee,15,Win,Home
1/19/2013,Citadel,Ga Southern,70,55,Ga Southern,15,Win,Away
1/19/2013,Lehigh,Colgate,60,45,Lehigh,15,Win,Home
1/19/2013,Georgia St,Old Dominion,69,54,Old Dominion,15,Win,Away
1/19/2013,Bucknell,Lafayette,66,51,Bucknell,15,Win,Home
1/19/2013,C Michigan,Ball St,71,57,C Michigan,14,Win,Home
1/19/2013,Brown,Yale,65,51,Brown,14,Win,Home
1/19/2013,Morehead St,TN Martin,88,74,TN Martin,14,Win,Away
1/19/2013,Iowa St,TCU,63,50,TCU,13,Win,Away
1/19/2013,Wyoming,San Diego St,58,45,Wyoming,13,Win,Home
1/19/2013,Idaho,UT Arlington,77,64,UT Arlington,13,Win,Away
1/19/2013,Mississippi,Arkansas,76,64,Mississippi,12,Win,Home
1/19/2013,Southern Univ,Alabama St,79,67,Alabama St,12,Win,Away
1/19/2013,SE Missouri St,Tennessee Tech,74,62,SE Missouri St,12,Win,Home
1/19/2013,Belmont,Tennessee St,78,66,Belmont,12,Win,Home
1/19/2013,Pacific,CS Northridge,74,62,CS Northridge,12,Win,Away
1/19/2013,Robert Morris,Quinnipiac,87,75,Robert Morris,12,Win,Home
1/19/2013,George Mason,Hofstra,57,46,George Mason,11,Win,Home
1/19/2013,Drexel,William & Mary,59,48,William & Mary,11,Win,Away
1/19/2013,Air Force,Boise St,91,80,Air Force,11,Win,Home
1/19/2013,E Kentucky,Jacksonville St,73,62,Jacksonville St,11,Win,Away
1/19/2013,Jackson St,Grambling,57,46,Grambling,11,Win,Away
1/19/2013,Denver,Utah St,68,57,Denver,11,Win,Home
1/19/2013,Marist,St Peter's,59,48,Marist,11,Win,Home
1/19/2013,UC Davis,Hawaii,93,82,Hawaii,11,Win,Away
1/19/2013,Albany NY,Hartford,56,46,Hartford,10,Win,Away
1/19/2013,Long Island,Monmouth NJ,75,65,Long Island,10,Win,Home
1/19/2013,Boston Univ,New Hampshire,69,59,New Hampshire,10,Win,Away
1/19/2013,North Carolina,Maryland,62,52,North Carolina,10,Win,Home
1/19/2013,Memphis,Harvard,60,50,Memphis,10,Win,Home
1/19/2013,ETSU,Kennesaw,70,60,Kennesaw,10,Win,Away
1/19/2013,Stanford,California,69,59,Stanford,10,Win,Home
1/19/2013,Alcorn St,Alabama A&M,69,59,Alabama A&M,10,Win,Away
1/19/2013,Indiana St,Evansville,72,62,Indiana St,10,Win,Home
1/19/2013,E Illinois,Austin Peay,77,67,Austin Peay,10,Win,Away
1/19/2013,Long Beach St,CS Fullerton,81,71,CS Fullerton,10,Win,Away
1/19/2013,UC Riverside,UC Irvine,68,58,UC Riverside,10,Win,Home
1/19/2013,Ohio,Toledo,76,67,Ohio,9,Win,Home
1/19/2013,St John's,DePaul,71,62,DePaul,9,Win,Away
1/19/2013,San Francisco,Loy Marymount,62,53,San Francisco,9,Win,Home
1/19/2013,North Dakota,Portland St,85,76,North Dakota,9,Win,Home
1/19/2013,Columbia,Cornell,67,58,Cornell,9,Win,Away
1/19/2013,Kansas St,Oklahoma,69,60,Kansas St,9,Win,Home
1/19/2013,Oregon,UCLA,76,67,UCLA,9,Win,Away
1/19/2013,Cent Arkansas,TAM C. Christi,76,67,TAM C. Christi,9,Win,Away
1/19/2013,MS Valley St,Prairie View,73,64,MS Valley St,9,Win,Home
1/19/2013,Davidson,Col Charleston,77,68,Davidson,9,Win,Home
1/19/2013,W Carolina,Chattanooga,90,81,Chattanooga,9,Win,Away
1/19/2013,Georgia,LSU,67,58,Georgia,9,Win,Home
1/19/2013,Murray St,Edwardsville,70,61,Murray St,9,Win,Home
1/19/2013,UTEP,SMU,63,54,UTEP,9,Win,Home
1/19/2013,Weber St,CS Sacramento,65,56,Weber St,9,Win,Home
1/19/2013,Colorado,Washington St,58,49,Washington St,9,Win,Away
1/19/2013,Utah,Washington,74,65,Washington,9,Win,Away
1/19/2013,Pittsburgh,Connecticut,69,61,Pittsburgh,8,Win,Home
1/19/2013,Bethune-Cookman,S Carolina St,60,52,S Carolina St,8,Win,Away
1/19/2013,Mercer,SC Upstate,82,74,Mercer,8,Win,Home
1/19/2013,Charleston So,High Point,83,75,Charleston So,8,Win,Home
1/19/2013,Presbyterian,Liberty,68,60,Presbyterian,8,Win,Home
1/19/2013,W Illinois,N Dakota St,50,42,W Illinois,8,Win,Home
1/19/2013,Xavier,La Salle,70,63,Xavier,7,Win,Home
1/19/2013,Vanderbilt,South Carolina,58,51,South Carolina,7,Win,Away
1/19/2013,E Michigan,Miami OH,65,58,E Michigan,7,Win,Home
1/19/2013,Santa Clara,Pepperdine,83,76,Pepperdine,7,Win,Away
1/19/2013,Nevada,Fresno St,68,61,Fresno St,7,Win,Away
1/19/2013,Norfolk St,Coppin St,75,68,Norfolk St,7,Win,Home
1/19/2013,Elon,Wofford,68,61,Elon,7,Win,Home
1/19/2013,Louisiana Tech,Seattle,78,71,Louisiana Tech,7,Win,Home
1/19/2013,Florida Intl,Troy,61,55,Florida Intl,6,Win,Home
1/19/2013,Valparaiso,Wright St,69,63,Valparaiso,6,Win,Home
1/19/2013,MD E Shore,Delaware St,58,53,MD E Shore,5,Win,Home
1/19/2013,Kansas,Texas,64,59,Texas,5,Win,Away
1/19/2013,Mt St Mary's,Central Conn,80,75,Central Conn,5,Win,Away
1/19/2013,Ark Little Rock,W Kentucky,59,54,W Kentucky,5,Win,Away
1/19/2013,Colorado St,UNLV,66,61,Colorado St,5,Win,Home
1/19/2013,Montana,Montana St,76,71,Montana,5,Win,Home
1/19/2013,Northern Arizona,Idaho St,60,55,Idaho St,5,Win,Away
1/19/2013,CS Bakersfield,NE Omaha,84,79,CS Bakersfield,5,Win,Home
1/19/2013,UCF,Houston,79,75,Houston,4,Win,Away
1/19/2013,Nebraska,Penn St,68,64,Penn St,4,Win,Away
1/19/2013,Campbell,Winthrop,63,59,Campbell,4,Win,Home
1/19/2013,Northeastern,Delaware,74,70,Delaware,4,Win,Away
1/19/2013,Niagara,Manhattan,64,60,Niagara,4,Win,Home
1/19/2013,Oral Roberts,Sam Houston St,65,61,Sam Houston St,4,Win,Away
1/19/2013,Missouri KC,IPFW,63,59,IPFW,4,Win,Away
1/19/2013,Akron,Kent,71,67,Kent,4,Win,Away
1/19/2013,Samford,Appalachian St,72,68,Samford,4,Win,Home
1/19/2013,Iowa,Wisconsin,70,66,Iowa,4,Win,Home
1/19/2013,South Florida,Georgetown,61,58,South Florida,3,Win,Home
1/19/2013,Notre Dame,Rutgers,69,66,Notre Dame,3,Win,Home
1/19/2013,G Washington,Massachusetts,79,76,Massachusetts,3,Win,Away
